"","seqnames","start","end","width","strand","count","name","exon","intron","utr5","utr5.","utr3","utr3.","intergenic","mirna","annot","score","input.log2FC","input.padj","targeting_mirna_6mer","targeting_mirna_7mer","targeting_mirna_8mer"
"peak172","chr1",33739846,33739903,58,"+",8503,"peak172","Rab23",NA,NA,NA,"Rab23","Rab23",FALSE,NA,"utr3",7.56536788587917,5.79675305861206,2.72039591557212e-08,"miR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3pmiR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3p","miR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3pmiR-32-5p,miR-92a-3p,miR-92b-3p","miR-32-5p,miR-92a-3p,miR-92b-3p"
"peak190","chr1",34255600,34255655,56,"+",11062,"peak190",NA,"Dst",NA,NA,NA,NA,FALSE,NA,"intron",7.50353621333854,5.88813447224749,3.13663357327923e-08,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-369-3p,miR-374c-5p,miR-429-3p","miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3p","miR-200b-3p,miR-200c-3p,miR-429-3p"
"peak197","chr1",34307561,34307611,51,"+",4212,"peak197","Dst",NA,NA,NA,"Dst",NA,FALSE,NA,"utr3",5.26306314618432,5.22886941469138,5.4567851396016e-06,"miR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3pmiR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3p","miR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3p",NA
"peak198","chr1",34443439,34443487,49,"+",17088,"peak198","Imp4",NA,NA,NA,"Imp4","Imp4",FALSE,NA,"utr3",6.67782192134578,4.52899111571899,2.09980071204225e-07,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5pmiR-196a-5p,miR-196b-5p,miR-3962","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5pmiR-196a-5p,miR-196b-5p,miR-3962",""
"peak204","chr1",34446828,34446879,52,"+",6815,"peak204","Imp4",NA,NA,NA,"Imp4",NA,FALSE,NA,"utr3",7.03355345316391,5.52129818319754,9.25649448750827e-08,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5pmiR-1193-5p,miR-1839-5p,miR-376a-5p,miR-379-5pmiR-105,miR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-290b-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-302a-3p,miR-302b-3p,miR-302c-3p,miR-302d-3p,miR-350-5p,miR-467a-5p,miR-467b-5p,miR-467c-5p,miR-467d-5p,miR-6383,miR-93-5pmiR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-3473g,miR-350-5p,miR-6383,miR-6949-5p,miR-93-5pmiR-130a-3p,miR-130b-3p,miR-130c,miR-148a-3p,miR-148b-3p,miR-152-3p,miR-291b-3p,miR-301a-3p,miR-301b-3p,miR-350-5p,miR-6341,miR-6389,miR-721miR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413","miR-1839-5pmiR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-350-5p,miR-6383,miR-93-5pmiR-291b-3p,miR-350-5p","miR-291b-3p,miR-350-5p"
"peak224","chr1",34877149,34877195,47,"+",6969,"peak224","Plekhb2",NA,NA,NA,"Plekhb2",NA,FALSE,NA,"utr3",5.73140240607246,4.90975050528955,1.85608385862404e-06,NA,NA,NA
"peak231","chr1",34877859,34877913,55,"+",9072,"peak231","Plekhb2","Plekhb2",NA,NA,"Plekhb2",NA,FALSE,NA,"utr3",2.42255862994084,2.28613651266391,0.00377956109621026,"miR-6926-3p,miR-767",NA,NA
"peak243","chr1",34879295,34879352,58,"+",8995,"peak243","Plekhb2","Plekhb2",NA,NA,"Plekhb2",NA,FALSE,NA,"utr3",3.94979826411135,3.54100357893265,0.000112253976870782,"miR-6401,miR-6908-3p,miR-6923-3p",NA,NA
"peak256","chr1",36104140,36104194,55,"+",4630,"peak256","Hs6st1",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.04215215941961,2.18716214343828,0.00907502521878866,"",NA,NA
"peak267","chr1",36105692,36105770,79,"+",9008,"peak267","Hs6st1",NA,NA,NA,"Hs6st1",NA,FALSE,NA,"utr3",3.26397874041598,2.73583045407449,0.000544529307989362,"miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761","miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419",NA
"peak278","chr1",36472234,36472297,64,"+",8176,"peak278","Cnnm4",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.89157708577321,1.95322699114454,0.00128357991924143,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-767,miR-770-5pmiR-6926-3p,miR-767","miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-770-5pmiR-767",""
"peak281","chr1",36472516,36472574,59,"+",6512,"peak281","Cnnm4",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.23922341177857,2.00464993990309,0.00576469836819732,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-98-5p",NA
"peak333","chr1",37438732,37438782,51,"+",8643,"peak333","Unc50",NA,NA,NA,NA,NA,FALSE,NA,"exon",5.09334622970004,3.64128282590177,8.06591740093992e-06,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-767,miR-770-5pmiR-6926-3p,miR-767","miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-770-5pmiR-767",""
"peak365","chr1",38045315,38045363,49,"+",9194,"peak365","Eif5b","Eif5b",NA,NA,NA,NA,FALSE,NA,"exon",8.02462493210412,5.00155213215512,9.44876543729401e-09,"miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419","miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419",NA
"peak413","chr1",39980608,39980656,49,"+",6012,"peak413","Map4k4","Map4k4",NA,NA,NA,NA,FALSE,NA,"exon",3.23622360879311,3.33792663545805,0.000580465471507611,"miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-155-3pmiR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761","miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419",NA
"peak422","chr1",40006668,40006722,55,"+",6336,"peak422","Map4k4","Map4k4",NA,NA,NA,NA,FALSE,NA,"exon",2.56015947981759,1.86373227944663,0.00275321749257977,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-200b-3p,miR-200c-3p,miR-429-3pmiR-24-3p,miR-3079-3p,miR-3106-5p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413,miR-7080-3pmiR-1896,miR-6973b-3p,miR-7063-3p","miR-200b-3p,miR-200c-3p,miR-429-3p",""
"peak484","chr1",43450103,43450152,50,"+",7087,"peak484",NA,"Nck2",NA,NA,NA,NA,FALSE,NA,"intron",4.91747408859596,5.54700623638803,1.20927733016145e-05,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-767,miR-770-5p","miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-770-5p",""
"peak517","chr1",43968980,43969030,51,"+",5840,"peak517","Tpp2",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.98717387898126,2.51038334028816,0.00010299736661383,NA,NA,NA
"peak601","chr1",45347765,45347815,51,"+",6475,"peak601","Col3a1",NA,NA,NA,NA,NA,FALSE,NA,"exon",1.6443193154285,1.50426521727721,0.0226819654499228,NA,NA,NA
"peak605","chr1",45348959,45349009,51,"+",7145,"peak605","Col3a1",NA,NA,NA,"Col3a1",NA,FALSE,NA,"utr3",3.26929135473267,4.83416289863209,0.000537908795072192,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-767,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-6345,miR-6357miR-6926-3p,miR-767","miR-29a-3p,miR-29b-3p,miR-29c-3pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-770-5pmiR-767","miR-29a-3p,miR-29b-3p,miR-29c-3p"
"peak606","chr1",45349144,45349198,55,"+",10529,"peak606","Col3a1",NA,NA,NA,"Col3a1",NA,FALSE,NA,"utr3",7.21413493591781,5.67603220918504,6.10752233828742e-08,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5pmiR-196a-5p,miR-196b-5p,miR-3962let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-98-5pmiR-196a-5p,miR-196b-5p,miR-3962","let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5p"
"peak718","chr1",57946684,57946744,61,"+",9310,"peak718","Spats2l",NA,NA,NA,"Spats2l",NA,FALSE,NA,"utr3",4.67106443348231,2.89453720701817,2.13272847045067e-05,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3p","miR-200b-3p,miR-200c-3p,miR-429-3p",NA
"peak735","chr1",58405313,58405371,59,"+",10542,"peak735","Bzw1",NA,NA,NA,"Bzw1","Bzw1",FALSE,NA,"utr3",5.67563636639176,4.84863169127656,2.11039443799494e-06,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5pmiR-1193-5p,miR-1839-5p,miR-376a-5p,miR-379-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5pmiR-1839-5p",""
"peak745","chr1",58465617,58465666,50,"+",6933,"peak745",NA,"Nif3l1",NA,NA,NA,NA,FALSE,NA,"intron",6.3501363849902,5.54358249482807,4.46543338532432e-07,"miR-105,miR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-290b-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-302a-3p,miR-302b-3p,miR-302c-3p,miR-302d-3p,miR-350-5p,miR-467a-5p,miR-467b-5p,miR-467c-5p,miR-467d-5p,miR-6383,miR-93-5pmiR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-3473g,miR-350-5p,miR-6383,miR-6949-5p,miR-93-5pmiR-130a-3p,miR-130b-3p,miR-130c,miR-148a-3p,miR-148b-3p,miR-152-3p,miR-291b-3p,miR-301a-3p,miR-301b-3p,miR-350-5p,miR-6341,miR-6389,miR-721","miR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-350-5p,miR-6383,miR-93-5pmiR-106b-5p,miR-20a-5p,miR-6383miR-291b-3p,miR-350-5p","miR-106b-5p,miR-20a-5p,miR-6383miR-291b-3p,miR-350-5p"
"peak767","chr1",58756715,58756776,62,"+",10109,"peak767","Cflar",NA,NA,NA,"Cflar","Cflar",FALSE,NA,"utr3",3.47209128038823,3.69536438351754,0.000337216424771332,NA,NA,NA
"peak778","chr1",58798082,58798151,70,"+",5753,"peak778","RP24-273P12.4","Casp8",NA,NA,NA,NA,FALSE,NA,"exon",4.21653203972977,5.243954742931,6.07390451463472e-05,NA,NA,NA
"peak795","chr1",58823913,58824000,88,"+",8285,"peak795","Casp8","Casp8","Casp8","Casp8",NA,NA,FALSE,NA,"utr5",2.47106341148387,1.32106218192575,0.00338015478848584,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5pmiR-1193-5p,miR-1839-5p,miR-376a-5p,miR-379-5plet-7d-5p,miR-1902,miR-202-3p,miR-329-5p,miR-377-5pmiR-194-5p,miR-379-3p,miR-411-3p","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5pmiR-1839-5plet-7d-5p,miR-202-3p","let-7d-5p"
"peak798","chr1",58824488,58824540,53,"+",11734,"peak798",NA,"Casp8",NA,NA,NA,NA,FALSE,NA,"intron",7.7998677889773,6.28251674268064,1.58537575039518e-08,"miR-377-3p,miR-669c-3p,miR-672-3pmiR-802-5p",NA,NA
"peak837","chr1",59704788,59704837,50,"+",120002,"peak837","Snord11","Nop58",NA,NA,NA,"Nop58",FALSE,NA,"utr3*",2.08173486682712,1.59096896683962,0.00828447769842819,NA,NA,NA
"peak917","chr1",59985225,59985284,60,"+",11857,"peak917","Fam117b",NA,NA,NA,"Fam117b",NA,FALSE,NA,"utr3",6.02769335925284,5.23596148924217,9.38224221725674e-07,"miR-200b-3p,miR-200c-3p,miR-429-3p",NA,NA
"peak988","chr1",62638140,62638196,57,"+",7002,"peak988","Pard3b",NA,NA,NA,"Pard3b",NA,FALSE,NA,"utr3",6.91413819430434,5.33986310093057,1.2186017730888e-07,"miR-26a-5p,miR-26b-5p,miR-6371","miR-26a-5p,miR-26b-5p,miR-6371",NA
"peak990","chr1",62638614,62638676,63,"+",12453,"peak990","Pard3b",NA,NA,NA,"Pard3b",NA,FALSE,NA,"utr3",7.2637826678341,6.16515225131069,5.44775204211207e-08,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-369-3p,miR-374c-5p,miR-429-3pmiR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-342-3p,miR-673-5p,miR-6985-3p,miR-7001-3p,miR-742-5p","miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3p","miR-200b-3p,miR-200c-3p,miR-429-3p"
"peak1010","chr1",62815784,62815839,56,"+",4825,"peak1010","Nrp2",NA,NA,NA,"Nrp2",NA,FALSE,NA,"utr3",4.47998675189044,4.5701162078334,3.31141222758267e-05,"miR-27a-3p,miR-27b-3p,miR-350-3p",NA,NA
"peak1048","chr1",64601620,64601671,52,"+",6179,"peak1048","Creb1",NA,NA,NA,"Creb1","Creb1",FALSE,NA,"utr3",4.9035323578232,4.69477062864515,1.2487274026396e-05,"miR-200b-3p,miR-200c-3p,miR-429-3p","",NA
"peak1067","chr1",66731343,66731411,69,"+",5231,"peak1067",NA,NA,NA,NA,NA,NA,TRUE,NA,"intergenic",1.52614728247307,5.16174299069312,0.0297750649514022,"miR-329-3p,miR-362-3p,miR-466i-3p,miR-669c-3p,miR-672-3p,miR-7212-3pmiR-377-3p,miR-669c-3p,miR-672-3pmiR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3pmiR-342-3p,miR-377-3pmiR-342-3p,miR-673-5p,miR-6985-3p,miR-7001-3p,miR-742-5p","miR-669c-3p,miR-672-3pmiR-342-3p",""
