"","seqnames","start","end","width","strand","count","name","exon","intron","utr5","utr5.","utr3","utr3.","intergenic","mirna","annot","score","input.log2FC","input.padj","targeting_mirna_6mer","targeting_mirna_7mer","targeting_mirna_8mer"
"peak2216","chr1",118682706,118682774,69,"+",4013,"peak2216","Tfcp2l1",NA,NA,NA,"Tfcp2l1",NA,FALSE,NA,"utr3",3.05242429330831,2.89775896210898,0.000886289709190843,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6346,miR-6350,miR-6353miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761miR-6401,miR-6908-3p,miR-6923-3p","miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6353miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419","miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-6353"
"peak2232","chr1",118684960,118685027,68,"+",4919,"peak2232","Tfcp2l1",NA,NA,NA,"Tfcp2l1",NA,FALSE,NA,"utr3",3.91312536935026,4.12610214380022,0.000122144700976499,"miR-377-3p,miR-669c-3p,miR-672-3pmiR-155-3p",NA,NA
"peak2233","chr1",118685081,118685139,59,"+",7372,"peak2233","Tfcp2l1",NA,NA,NA,"Tfcp2l1",NA,FALSE,NA,"utr3",4.32306778353946,3.5006434754859,4.75261042661371e-05,"miR-105,miR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-290b-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-302a-3p,miR-302b-3p,miR-302c-3p,miR-302d-3p,miR-350-5p,miR-467a-5p,miR-467b-5p,miR-467c-5p,miR-467d-5p,miR-6383,miR-93-5pmiR-130a-3p,miR-130b-3p,miR-130c,miR-19a-3p,miR-19b-3p,miR-301a-3p,miR-301b-3p,miR-6341,miR-6389,miR-721miR-130a-3p,miR-130b-3p,miR-130c,miR-148a-3p,miR-148b-3p,miR-152-3p,miR-291b-3p,miR-301a-3p,miR-301b-3p,miR-350-5p,miR-6341,miR-6389,miR-721","miR-19a-3p,miR-19b-3pmiR-291b-3p,miR-350-5p",NA
"peak2540","chr1",130835449,130835502,54,"+",10815,"peak2540",NA,"Pigr",NA,NA,NA,NA,FALSE,NA,"intron",8.68499807952282,6.08865043880196,2.0653892890701e-09,"miR-194-5pmiR-132-3p,miR-194-5p,miR-212-3p,miR-6997-5pmiR-194-5p,miR-379-3p,miR-411-3p","miR-194-5pmiR-194-5p","miR-194-5p"
"peak2548","chr1",130844787,130844844,58,"+",30483,"peak2548","Pigr",NA,NA,NA,NA,NA,FALSE,NA,"exon",4.83473739138287,2.19149965725121,1.4630615891973e-05,NA,NA,NA
"peak2575","chr1",130851988,130852036,49,"+",8628,"peak2575","Pigr",NA,NA,NA,"Pigr",NA,FALSE,NA,"utr3",1.9568414046452,1.27400614738932,0.0110448188018606,NA,NA,NA
"peak3289","chr1",151354033,151354092,60,"+",8846,"peak3289","Ivns1abp",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.97578417521825,2.59426523866945,0.000105734283039952,"miR-194-5pmiR-194-5p,miR-379-3p,miR-411-3p","miR-194-5p",NA
"peak3295","chr1",151356012,151356069,58,"+",4455,"peak3295","Ivns1abp","Ivns1abp",NA,NA,"Ivns1abp",NA,FALSE,NA,"utr3",1.81673765391901,1.76339315716292,0.0152497367283134,"miR-27a-3p,miR-27b-3p,miR-350-3pmiR-210-3p",NA,NA
"peak3302","chr1",151358384,151358443,60,"+",12054,"peak3302",NA,"Ivns1abp",NA,NA,NA,"Ivns1abp",FALSE,NA,"utr3*",2.09890272359889,3.09657720236116,0.00796337699887138,"miR-1896,miR-6973b-3p,miR-7063-3p",NA,NA
"peak3318","chr1",151363065,151363141,77,"+",3449,"peak3318","Ivns1abp","Ivns1abp",NA,NA,"Ivns1abp","Ivns1abp",FALSE,NA,"utr3",3.15204233399237,3.10089224172808,0.000704624380511969,"miR-24-3p,miR-3079-3p,miR-3106-5p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413,miR-7080-3pmiR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413","miR-24-3p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413",NA
"peak3423","chr1",153763085,153763139,55,"+",7717,"peak3423","Rnasel",NA,NA,NA,"Rnasel","Rnasel",FALSE,NA,"utr3",1.50136126655708,1.59718425482896,0.0315238123355932,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-767,miR-770-5p","miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-770-5p",""
"peak3453","chr1",153908576,153908650,75,"+",7510,"peak3453","Glul",NA,NA,NA,"Glul",NA,FALSE,NA,"utr3",2.44511677721303,1.45343925032948,0.003588254372904,NA,NA,NA
"peak3454","chr1",153908697,153908749,53,"+",5599,"peak3454","Glul",NA,NA,NA,"Glul",NA,FALSE,NA,"utr3",2.17608892205013,1.5461646341595,0.00666670254112419,"miR-27a-3p,miR-27b-3p,miR-350-3p",NA,NA
"peak6782","chr1",118305271,118305321,51,"-",6048,"peak6782","Tsn","Tsn",NA,NA,NA,NA,FALSE,NA,"exon",3.24005633054777,2.43250207260462,0.000575365304234223,NA,NA,NA
"peak6783","chr1",118308739,118308786,48,"-",5345,"peak6783","Tsn","Tsn",NA,NA,NA,NA,FALSE,NA,"exon",3.60413127852109,2.83560812184111,0.000248810510027353,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-369-3p,miR-374c-5p,miR-429-3pmiR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413","miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3p","miR-200b-3p,miR-200c-3p,miR-429-3p"
"peak8041","chr1",164437564,164437614,51,"-",29394,"peak8041","Atp1b1",NA,NA,NA,"Atp1b1",NA,FALSE,NA,"utr3",1.93389933146558,0.834813158808747,0.0116439590261748,NA,NA,NA
"peak8043","chr1",164437776,164437820,45,"-",6058,"peak8043","Atp1b1",NA,NA,NA,"Atp1b1",NA,FALSE,NA,"utr3",5.45961379540554,3.62441844456427,3.47045329904977e-06,NA,NA,NA
"peak8044","chr1",164437837,164437887,51,"-",7683,"peak8044","Atp1b1",NA,NA,NA,"Atp1b1",NA,FALSE,NA,"utr3",4.42230873054212,3.5205483494716,3.78173653679111e-05,"",NA,NA
"peak8054","chr1",164441362,164441412,51,"-",8988,"peak8054",NA,"Atp1b1",NA,NA,NA,NA,FALSE,NA,"intron",5.22008747245255,5.02575164941376,6.02438235103104e-06,"miR-191-5pmiR-27a-3p,miR-27b-3p,miR-350-3p","",NA
"peak8071","chr1",164447297,164447362,66,"-",4857,"peak8071",NA,"Atp1b1",NA,NA,NA,NA,FALSE,NA,"intron",1.66518248346248,1.72295366791303,0.0216180997554666,"let-7d-5p,miR-1902,miR-202-3p,miR-329-5p,miR-377-5pmiR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413",NA,NA
"peak8077","chr1",164450508,164450562,55,"-",10434,"peak8077",NA,"Atp1b1",NA,NA,NA,NA,FALSE,NA,"intron",8.28580417358265,5.97242311392529,5.17840277115935e-09,"miR-194-5pmiR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-369-3p,miR-374c-5p,miR-429-3pmiR-132-3p,miR-194-5p,miR-212-3p,miR-6997-5p","miR-194-5pmiR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3p","miR-200b-3p,miR-200c-3p,miR-429-3p"
"peak10479","chr10",77644901,77644942,42,"+",3617,"peak10479","Ube2g2",NA,NA,NA,"Ube2g2","Ube2g2",FALSE,NA,"utr3",2.86682810519072,3.24853659552983,0.00135885117675423,NA,NA,NA
"peak10484","chr10",77645709,77645782,74,"+",14521,"peak10484","Ube2g2",NA,NA,NA,"Ube2g2","Ube2g2",FALSE,NA,"utr3",6.3763785559414,5.37441783728031,4.2036005874592e-07,"miR-200b-3p,miR-200c-3p,miR-429-3p",NA,NA
"peak10995","chr10",82872539,82872593,55,"+",5492,"peak10995",NA,"Txnrd1",NA,"Txnrd1",NA,NA,FALSE,NA,"utr5*",3.49659954772114,5.46074981757641,0.000318713494613703,"miR-377-3p,miR-669c-3p,miR-672-3pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761",NA,NA
"peak11474","chr10",100015904,100015965,62,"+",7941,"peak11474","Kitl",NA,"Kitl","Kitl",NA,NA,FALSE,NA,"utr5",3.53587078698982,2.55677759808698,0.000291158325496585,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-767,miR-770-5pmiR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3pmiR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3pmiR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761","miR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3pmiR-32-5p,miR-92a-3p,miR-92b-3p","miR-32-5p,miR-92a-3p,miR-92b-3p"
"peak11791","chr10",122731410,122731463,54,"+",11548,"peak11791",NA,"Ppm1h",NA,NA,NA,NA,FALSE,NA,"intron",8.79111550304076,5.99623747626327,1.61764975744866e-09,"let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5p",NA,NA
"peak11794","chr10",122742469,122742524,56,"+",8036,"peak11794",NA,"Ppm1h",NA,NA,NA,NA,FALSE,NA,"intron",5.1318867769763,5.83837670124142,7.38096631007416e-06,"miR-329-3p,miR-362-3p,miR-466i-3p,miR-669c-3p,miR-672-3p,miR-7212-3pmiR-377-3p,miR-669c-3p,miR-672-3pmiR-6401,miR-6908-3p,miR-6923-3p","miR-669c-3p,miR-672-3p",""
"peak12141","chr10",128362207,128362267,61,"+",6773,"peak12141","Cs",NA,NA,NA,"Cs",NA,FALSE,NA,"utr3",4.00953527376016,3.27786402963748,9.78283494556109e-05,"miR-105,miR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-290b-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-302a-3p,miR-302b-3p,miR-302c-3p,miR-302d-3p,miR-350-5p,miR-467a-5p,miR-467b-5p,miR-467c-5p,miR-467d-5p,miR-6383,miR-93-5pmiR-130a-3p,miR-130b-3p,miR-130c,miR-19a-3p,miR-19b-3p,miR-301a-3p,miR-301b-3p,miR-6341,miR-6389,miR-721","miR-19a-3p,miR-19b-3p",NA
"peak12233","chr10",128488074,128488141,68,"+",9545,"peak12233","Smarcc2","Smarcc2",NA,NA,NA,NA,FALSE,NA,"exon",4.24681344917847,3.90152779252085,5.66482568884891e-05,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-369-3p,miR-374c-5p,miR-429-3p","miR-200b-3p,miR-200c-3p,miR-429-3p",NA
"peak12646","chr10",17945274,17945330,57,"-",6084,"peak12646",NA,"Heca",NA,NA,NA,NA,FALSE,NA,"intron",4.02602741155942,5.59798043254624,9.41830148731247e-05,"miR-329-3p,miR-362-3p,miR-466i-3p,miR-669c-3p,miR-672-3p,miR-7212-3pmiR-377-3p,miR-669c-3p,miR-672-3p","miR-669c-3p,miR-672-3p",""
"peak12647","chr10",18011666,18011733,68,"-",6042,"peak12647","Abracl",NA,NA,NA,NA,NA,FALSE,NA,"exon",1.96117964869623,1.43578210419537,0.0109350393779043,"miR-194-5pmiR-194-5p,miR-379-3p,miR-411-3p","miR-194-5p",NA
"peak12854","chr10",42184994,42185048,55,"-",17801,"peak12854","Foxo3",NA,NA,NA,"Foxo3","Foxo3",FALSE,NA,"utr3",7.52493801001826,6.06500823306253,2.98580877451084e-08,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-767,miR-770-5pmiR-24-3p,miR-3079-3p,miR-3106-5p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413,miR-7080-3pmiR-342-3p,miR-377-3pmiR-6926-3p,miR-767miR-6401,miR-6908-3p,miR-6923-3p","miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-770-5pmiR-767",""
"peak12862","chr10",42186073,42186114,42,"-",4768,"peak12862","Foxo3",NA,NA,NA,"Foxo3",NA,FALSE,NA,"utr3",5.49482990387831,4.98348424808032,3.20014823687495e-06,NA,NA,NA
"peak12863","chr10",42186140,42186193,54,"-",8819,"peak12863","Foxo3",NA,NA,NA,"Foxo3",NA,FALSE,NA,"utr3",3.032058325793,2.58740118034996,0.000928841634877186,"miR-132-3p,miR-194-5p,miR-212-3p,miR-6997-5p",NA,NA
"peak14219","chr10",86691045,86691095,51,"-",23682,"peak14219","Hsp90b1",NA,NA,NA,"Hsp90b1",NA,FALSE,NA,"utr3",6.12379720422153,3.88674734999795,7.51973949695398e-07,"miR-27a-3p,miR-27b-3p,miR-350-3p",NA,NA
"peak14294","chr10",90991287,90991339,53,"-",12951,"peak14294","Apaf1","Apaf1",NA,NA,"Apaf1",NA,FALSE,NA,"utr3",7.66485759962446,5.82744613902385,2.16342777157297e-08,NA,NA,NA
"peak15460","chr11",4986997,4987052,56,"+",15622,"peak15460","Ap1b1","Ap1b1","Ap1b1",NA,NA,NA,FALSE,NA,"utr5",6.77786931761064,2.77963813121204,1.66774897493254e-07,"miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761","miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419",NA
"peak15468","chr11",5018072,5018145,74,"+",7293,"peak15468","Ap1b1","Ap1b1",NA,NA,NA,NA,FALSE,NA,"exon",2.56566337738634,1.88475044289297,0.00271854560313235,"miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-130a-3p,miR-130b-3p,miR-130c,miR-148a-3p,miR-148b-3p,miR-152-3p,miR-291b-3p,miR-301a-3p,miR-301b-3p,miR-350-5p,miR-6341,miR-6389,miR-721miR-26a-5p,miR-26b-5p,miR-6371miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761","miR-26a-5p,miR-26b-5p,miR-6371",NA
"peak15469","chr11",5019317,5019373,57,"+",5544,"peak15469","Ap1b1",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.37603498428678,1.95955678561438,0.00420692738411583,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-767,miR-770-5pmiR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761","miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-770-5p",NA
"peak15666","chr11",9125641,9125693,53,"+",12166,"peak15666","Upp1",NA,"Upp1",NA,NA,NA,FALSE,NA,"utr5",4.9925115152437,3.46467167925028,1.01739238983824e-05,NA,NA,NA
"peak16904","chr11",55235763,55235827,65,"+",4873,"peak16904","Slc36a1",NA,NA,NA,"Slc36a1","Slc36a1",FALSE,NA,"utr3",4.80108694941189,4.54708449970172,1.58093149178814e-05,"miR-105,miR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-290b-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-302a-3p,miR-302b-3p,miR-302c-3p,miR-302d-3p,miR-350-5p,miR-467a-5p,miR-467b-5p,miR-467c-5p,miR-467d-5p,miR-6383,miR-93-5pmiR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-3473g,miR-350-5p,miR-6383,miR-6949-5p,miR-93-5pmiR-26a-5p,miR-26b-5p,miR-6371miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761","miR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-350-5p,miR-6383,miR-93-5pmiR-106b-5p,miR-20a-5p,miR-6383miR-26a-5p,miR-26b-5p,miR-6371","miR-106b-5p,miR-20a-5p,miR-6383"
"peak18400","chr11",77228566,77228628,63,"+",9685,"peak18400",NA,"Ssh2",NA,NA,NA,NA,FALSE,NA,"intron",2.78016694127625,4.01122630017434,0.00165894909064382,"miR-377-3p,miR-669c-3p,miR-672-3pmiR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761",NA,NA
"peak18414","chr11",77273885,77273942,58,"+",12521,"peak18414",NA,"Ssh2",NA,NA,NA,NA,FALSE,NA,"intron",6.64827539183299,6.13197189888649,2.2476289028578e-07,"miR-194-5pmiR-132-3p,miR-194-5p,miR-212-3p,miR-6997-5p","miR-194-5p",""
"peak18914","chr11",82961318,82961383,66,"+",12977,"peak18914","Slfn5",NA,NA,NA,NA,NA,FALSE,NA,"exon",4.90530960820298,3.61598808435715,1.24362771443115e-05,"miR-26a-5p,miR-26b-5p,miR-6371","miR-26a-5p,miR-26b-5p,miR-6371",NA
"peak19828","chr11",97030918,97030984,67,"+",6016,"peak19828","Scrn2",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.68215269109805,4.51032703683926,0.000207896562703376,"miR-24-3p,miR-3079-3p,miR-3106-5p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413,miR-7080-3pmiR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413","miR-24-3p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413",NA
"peak20460","chr11",106054945,106055044,100,"+",7236,"peak20460","Dcaf7",NA,NA,NA,"Dcaf7",NA,FALSE,NA,"utr3",3.00747509077616,2.64811686520395,0.00098293524823159,"miR-377-3p,miR-669c-3p,miR-672-3pmiR-200b-3p,miR-200c-3p,miR-429-3pmiR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761","miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419",NA
"peak20482","chr11",106058466,106058520,55,"+",5744,"peak20482","Dcaf7",NA,NA,NA,"Dcaf7",NA,FALSE,NA,"utr3",5.20189135196764,4.37782786854464,6.28215500669718e-06,"miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6346,miR-6350,miR-6353","miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6353miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419","miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-6353"
"peak21970","chr11",8432605,8432675,71,"-",12707,"peak21970","Tns3",NA,NA,NA,"Tns3",NA,FALSE,NA,"utr3",7.27012306848026,3.45209316481664,5.3687963619719e-08,NA,NA,NA
