"","seqnames","start","end","width","strand","count","name","exon","intron","utr5","utr5.","utr3","utr3.","intergenic","mirna","annot","score","input.log2FC","input.padj","targeting_mirna_6mer","targeting_mirna_7mer","targeting_mirna_8mer"
"peak735","chr1",58405313,58405371,59,"+",10542,"peak735","Bzw1",NA,NA,NA,"Bzw1","Bzw1",FALSE,NA,"utr3",5.67563636639176,4.84863169127656,2.11039443799494e-06,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5pmiR-1193-5p,miR-1839-5p,miR-376a-5p,miR-379-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5pmiR-1839-5p",""
"peak1048","chr1",64601620,64601671,52,"+",6179,"peak1048","Creb1",NA,NA,NA,"Creb1","Creb1",FALSE,NA,"utr3",4.9035323578232,4.69477062864515,1.2487274026396e-05,"miR-200b-3p,miR-200c-3p,miR-429-3p","",NA
"peak1126","chr1",74263790,74263844,55,"+",8698,"peak1126","Arpc2","Arpc2",NA,NA,NA,NA,FALSE,NA,"exon",1.84483034481345,1.61608948175826,0.0142945225855256,"miR-196a-5p,miR-196b-5p,miR-3962miR-130a-3p,miR-130b-3p,miR-130c,miR-148a-3p,miR-148b-3p,miR-152-3p,miR-291b-3p,miR-301a-3p,miR-301b-3p,miR-350-5p,miR-6341,miR-6389,miR-721",NA,NA
"peak1155","chr1",74415970,74416041,72,"+",10939,"peak1155","Vil1","Vil1",NA,NA,NA,NA,FALSE,NA,"exon",1.66745123730679,0.835497407082242,0.0215054612964305,"miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6346,miR-6350,miR-6353miR-6926-3p,miR-767",NA,NA
"peak1169","chr1",74422931,74422993,63,"+",15025,"peak1169","Vil1",NA,NA,NA,NA,NA,FALSE,NA,"exon",1.62533801823888,1.4148195241784,0.0236952874621205,NA,NA,NA
"peak1174","chr1",74423929,74423982,54,"+",7549,"peak1174","Vil1",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.82223640046468,1.63241245715933,0.00150578719463052,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5pmiR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6346,miR-6350,miR-6353miR-7224-5pmiR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761miR-7237-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-98-5pmiR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419","let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5p"
"peak1348","chr1",78675199,78675258,60,"+",4824,"peak1348",NA,"Acsl3",NA,NA,NA,NA,FALSE,NA,"intron",3.22833113300301,4.06203704919405,0.000591110762866074,"miR-26a-5p,miR-26b-5p,miR-6371miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761",NA,NA
"peak1365","chr1",78701416,78701466,51,"+",10137,"peak1365","Acsl3","Acsl3",NA,NA,NA,NA,FALSE,NA,"exon",4.67163427096936,2.22766517720531,2.12993195396572e-05,NA,NA,NA
"peak1370","chr1",78706574,78706641,68,"+",10458,"peak1370","Acsl3",NA,NA,NA,"Acsl3",NA,FALSE,NA,"utr3",2.44059718508769,1.33603384372325,0.00362579140317514,NA,NA,NA
"peak1462","chr1",85850312,85850371,60,"+",7812,"peak1462","Cab39",NA,NA,NA,"Cab39","Cab39",FALSE,NA,"utr3",5.09613282077343,4.90734881642625,8.01432922765032e-06,"miR-342-3p,miR-673-5p,miR-6985-3p,miR-7001-3p,miR-742-5p",NA,NA
"peak1464","chr1",85850509,85850565,57,"+",10550,"peak1464","Cab39",NA,NA,NA,"Cab39","Cab39",FALSE,NA,"utr3",7.33726314884597,5.10405893596053,4.59977778189781e-08,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3pmiR-130a-3p,miR-130b-3p,miR-130c,miR-19a-3p,miR-19b-3p,miR-301a-3p,miR-301b-3p,miR-6341,miR-6389,miR-721miR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-3473g,miR-350-5p,miR-6383,miR-6949-5p,miR-93-5p","miR-200b-3p,miR-200c-3p,miR-429-3pmiR-19a-3p,miR-19b-3p",""
"peak1470","chr1",85851155,85851212,58,"+",5530,"peak1470","Cab39",NA,NA,NA,"Cab39","Cab39",FALSE,NA,"utr3",2.12460392558633,1.55712944643001,0.00750578421083813,"miR-329-3p,miR-362-3p,miR-466i-3p,miR-669c-3p,miR-672-3p,miR-7212-3pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-6345,miR-6357miR-1896,miR-6973b-3p,miR-7063-3p","miR-29a-3p,miR-29b-3p,miR-29c-3p",""
"peak1692","chr1",89109752,89109805,54,"+",8033,"peak1692",NA,"Sh3bp4",NA,NA,NA,NA,FALSE,NA,"intron",4.71956423988488,5.09661147074418,1.90737356861815e-05,"",NA,NA
"peak1699","chr1",89145245,89145307,63,"+",5802,"peak1699","Sh3bp4",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.8144531109716,2.84796848188734,0.000153301671107654,NA,NA,NA
"peak1781","chr1",91076765,91076813,49,"+",4156,"peak1781",NA,"Lrrfip1",NA,NA,NA,NA,FALSE,NA,"intron",1.5318730300135,2.34356404924767,0.029385086264167,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5pmiR-196a-5p,miR-196b-5p,miR-3962miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5pmiR-196a-5p,miR-196b-5p,miR-3962",""
"peak1854","chr1",92915887,92915946,60,"+",5807,"peak1854","Rnpepl1",NA,NA,NA,"Rnpepl1",NA,FALSE,NA,"utr3",4.1514741250481,3.636364568192,7.05546878772446e-05,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5pmiR-7224-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5p",""
"peak1868","chr1",92922234,92922285,52,"+",5807,"peak1868","Rnpepl1",NA,NA,NA,"Rnpepl1","Rnpepl1",FALSE,NA,"utr3",6.42300853430103,5.3646618391701,3.77564771344432e-07,"miR-24-3p,miR-3079-3p,miR-3106-5p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413,miR-7080-3pmiR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413","miR-24-3p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413",NA
"peak1908","chr1",93508675,93508737,63,"+",11329,"peak1908","Sept2",NA,NA,NA,"Sept2","Sept2",FALSE,NA,"utr3",6.2974915575825,5.57822485248,5.04090418214986e-07,"miR-105,miR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-290b-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-302a-3p,miR-302b-3p,miR-302c-3p,miR-302d-3p,miR-350-5p,miR-467a-5p,miR-467b-5p,miR-467c-5p,miR-467d-5p,miR-6383,miR-93-5pmiR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-3473g,miR-350-5p,miR-6383,miR-6949-5p,miR-93-5pmiR-130a-3p,miR-130b-3p,miR-130c,miR-148a-3p,miR-148b-3p,miR-152-3p,miR-291b-3p,miR-301a-3p,miR-301b-3p,miR-350-5p,miR-6341,miR-6389,miR-721miR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3p","miR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-350-5p,miR-6383,miR-93-5pmiR-106b-5p,miR-20a-5p,miR-6383miR-291b-3p,miR-350-5p","miR-106b-5p,miR-20a-5p,miR-6383miR-291b-3p,miR-350-5p"
"peak1914","chr1",93509486,93509546,61,"+",12420,"peak1914","Sept2",NA,NA,NA,"Sept2",NA,FALSE,NA,"utr3",6.45295157900724,4.78834544097346,3.52410160278943e-07,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-6345,miR-6357","miR-29a-3p,miR-29b-3p,miR-29c-3p",""
"peak2310","chr1",127234961,127235015,55,"+",6707,"peak2310",NA,"Mgat5",NA,NA,NA,NA,FALSE,NA,"intron",6.9029585643591,5.40774511763183,1.25037832198353e-07,"miR-26a-5p,miR-26b-5p,miR-6371",NA,NA
"peak2362","chr1",127379439,127379489,51,"+",6832,"peak2362",NA,"Mgat5",NA,NA,NA,NA,FALSE,NA,"intron",5.31421167346599,5.60816441300657,4.8505203003907e-06,"miR-194-5pmiR-132-3p,miR-194-5p,miR-212-3p,miR-6997-5pmiR-194-5p,miR-379-3p,miR-411-3p","miR-194-5pmiR-194-5p","miR-194-5p"
"peak2412","chr1",127484332,127484389,58,"+",17618,"peak2412","Mgat5",NA,NA,NA,"Mgat5","Mgat5",FALSE,NA,"utr3",9.85593546393945,2.86636785784114,1.39336384110969e-10,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5pmiR-1193-5p,miR-1839-5p,miR-376a-5p,miR-379-5pmiR-132-3p,miR-194-5p,miR-212-3p,miR-6997-5plet-7d-5p,miR-1902,miR-202-3p,miR-329-5p,miR-377-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5pmiR-1839-5plet-7d-5p,miR-202-3p","let-7d-5p"
"peak2426","chr1",127485801,127485912,112,"+",7812,"peak2426","Mgat5",NA,NA,NA,"Mgat5",NA,FALSE,NA,"utr3",2.16638426437665,1.55217260777945,0.00681735226906166,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-6401,miR-6908-3p,miR-6923-3p",NA,NA
"peak2434","chr1",127487031,127487138,108,"+",7202,"peak2434","Mgat5",NA,NA,NA,"Mgat5",NA,FALSE,NA,"utr3",2.53859893581824,1.54927518625718,0.00289335061315965,"miR-130a-3p,miR-130b-3p,miR-130c,miR-148a-3p,miR-148b-3p,miR-152-3p,miR-291b-3p,miR-301a-3p,miR-301b-3p,miR-350-5p,miR-6341,miR-6389,miR-721miR-7224-5pmiR-27a-3p,miR-27b-3p,miR-350-3p",NA,NA
"peak2496","chr1",128258890,128258945,56,"+",18122,"peak2496","Ubxn4",NA,NA,NA,NA,NA,FALSE,NA,"exon",6.59873737343965,5.38631596819167,2.51919987779064e-07,"miR-1193-5p,miR-1839-5p,miR-376a-5p,miR-379-5pmiR-27a-3p,miR-27b-3p,miR-350-3p","miR-376a-5p",NA
"peak2844","chr1",133189545,133189594,50,"+",7291,"peak2844",NA,"Plekha6",NA,NA,NA,NA,FALSE,NA,"intron",5.2603414097466,5.90779986166344,5.49109035803525e-06,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-767,miR-770-5pmiR-1193-5p,miR-1839-5p,miR-376a-5p,miR-379-5plet-7d-5p,miR-1902,miR-202-3p,miR-329-5p,miR-377-5pmiR-6926-3p,miR-767","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5pmiR-1839-5plet-7d-5p,miR-202-3pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-770-5pmiR-767","let-7d-5p"
"peak2849","chr1",133205348,133205435,88,"+",23171,"peak2849",NA,"Plekha6",NA,NA,NA,NA,FALSE,NA,"intron",6.6232685976034,4.08257352745484,2.38084653453475e-07,"miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419","miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419",NA
"peak2880","chr1",133219140,133219198,59,"+",12153,"peak2880",NA,"Plekha6",NA,NA,NA,NA,FALSE,NA,"intron",4.6351198410603,5.93488299249923,2.31675526648654e-05,"miR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3p","",NA
"peak2913","chr1",133235446,133235503,58,"+",5133,"peak2913",NA,"Plekha6",NA,NA,NA,NA,FALSE,NA,"intron",4.11613091051992,5.26301199155511,7.65365865904721e-05,"miR-329-3p,miR-362-3p,miR-466i-3p,miR-669c-3p,miR-672-3p,miR-7212-3pmiR-377-3p,miR-669c-3p,miR-672-3pmiR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3p","miR-669c-3p,miR-672-3p",""
"peak2928","chr1",133246854,133246947,94,"+",6672,"peak2928",NA,"Plekha6",NA,NA,NA,NA,FALSE,NA,"intron",2.83684552128608,4.28836634258952,0.0014559768800209,"miR-329-3p,miR-362-3p,miR-466i-3p,miR-669c-3p,miR-672-3p,miR-7212-3pmiR-377-3p,miR-669c-3p,miR-672-3pmiR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3pmiR-27a-3p,miR-27b-3p,miR-350-3pmiR-342-3p,miR-377-3pmiR-342-3p,miR-673-5p,miR-6985-3p,miR-7001-3p,miR-742-5pmiR-6401,miR-6908-3p,miR-6923-3p","miR-669c-3p,miR-672-3pmiR-342-3p",""
"peak3021","chr1",133301852,133301919,68,"+",8354,"peak3021","Plekha6",NA,NA,NA,"Plekha6","Plekha6",FALSE,NA,"utr3",4.02547716890265,2.63027488884104,9.43024185451658e-05,"miR-377-3p,miR-669c-3p,miR-672-3pmiR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3pmiR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3pmiR-342-3p,miR-377-3pmiR-342-3p,miR-673-5p,miR-6985-3p,miR-7001-3p,miR-742-5p","miR-25-3p,miR-32-5p,miR-363-3p,miR-367-3p,miR-92a-3p,miR-92b-3pmiR-342-3p",NA
"peak3148","chr1",135831172,135831224,53,"+",15125,"peak3148","Lad1","Lad1",NA,NA,NA,NA,FALSE,NA,"exon",6.51842304394212,2.41012189270601,3.0309373258502e-07,NA,NA,NA
"peak3167","chr1",136176182,136176208,27,"+",3912,"peak3167","Kif21b",NA,NA,NA,"Kif21b",NA,FALSE,NA,"utr3",6.99059085687386,5.52427681662411,1.02190175058168e-07,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5pmiR-196a-5p,miR-196b-5p,miR-3962let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5pmiR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6346,miR-6350,miR-6353","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-98-5pmiR-196a-5p,miR-196b-5p,miR-3962miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6353","let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5p"
